@RELATION eos
@ATTRIBUTE r1Ucfirst {0, 1}
@ATTRIBUTE r1NewPara {0, 1}
@ATTRIBUTE r1Comma {0, 1}
@ATTRIBUTE r1Period {0, 1}
@ATTRIBUTE l1Title {0, 1}
@ATTRIBUTE l1Abbrev {0, 1}
@ATTRIBUTE lLength numeric
@ATTRIBUTE rLength numeric
@ATTRIBUTE Nspaces numeric
@ATTRIBUTE r1Quote {0, 1}
@ATTRIBUTE r1Semi {0, 1}
@ATTRIBUTE l1Internal {0, 1}
@ATTRIBUTE l1Cap {0, 1}
@ATTRIBUTE class {EOS, NEOS}
@DATA
0,1,0,0,0,0,233,0,0,0,0,0,0,EOS
0,1,0,0,0,0,8,0,0,0,0,0,0,EOS
1,0,0,0,0,0,30,4,2,0,0,0,0,EOS
1,0,0,0,0,1,48,297,1,0,0,0,1,NEOS
0,0,0,0,0,0,16,18,1,1,0,0,0,EOS
1,0,0,0,0,0,79,196,1,0,0,0,0,EOS
1,0,0,0,1,1,67,1,1,0,0,0,1,NEOS
1,0,0,0,0,0,60,61,2,0,0,0,0,EOS
1,0,0,0,1,1,7,33,1,0,0,0,1,NEOS
1,0,0,0,0,0,45,11,1,0,0,0,0,EOS
1,0,0,0,0,0,33,50,2,0,0,0,0,EOS
1,0,0,0,0,0,19,11,1,0,0,0,0,EOS
0,0,0,0,0,0,23,1,2,0,0,0,0,EOS
1,0,0,0,0,0,70,97,2,0,0,0,0,EOS
0,0,0,0,0,0,277,133,2,0,0,0,0,EOS
1,0,0,0,0,0,136,231,3,0,0,0,1,EOS
1,0,0,0,0,0,176,27,1,0,0,0,0,EOS
1,0,0,0,0,0,12,120,1,0,0,0,0,EOS
1,0,0,0,0,0,81,63,1,0,0,0,0,EOS
0,0,0,0,0,0,10,3,1,1,0,0,0,EOS
1,0,0,0,0,0,11,23,2,0,0,0,0,EOS
0,1,0,0,0,0,49,0,0,0,0,0,0,EOS
0,0,0,0,0,0,16,22,2,1,0,0,0,EOS
1,0,0,0,0,0,276,87,1,0,0,0,1,NEOS
0,1,0,0,0,0,84,0,0,0,0,0,0,EOS
1,0,0,0,0,0,94,99,2,0,0,0,0,EOS
1,0,0,0,0,0,36,129,1,0,0,0,0,EOS
0,1,0,0,0,0,50,0,0,0,0,0,0,EOS
1,0,0,0,0,0,50,185,1,0,0,0,0,EOS
0,1,0,0,0,0,66,0,0,0,0,0,0,EOS
1,0,0,0,0,0,40,51,1,0,0,0,0,EOS
1,0,0,0,0,0,102,19,2,0,0,0,0,EOS
1,0,0,0,0,0,41,111,1,0,0,0,0,EOS
1,0,0,0,0,0,40,51,2,0,0,0,0,EOS
1,0,0,0,0,0,14,54,2,0,0,0,0,EOS
1,0,0,0,0,1,62,25,2,0,0,0,0,EOS
1,0,0,0,0,0,25,49,1,0,0,0,1,NEOS
1,0,0,0,0,0,164,89,2,0,0,0,1,EOS
1,0,0,0,0,0,110,13,2,0,0,0,0,EOS
0,1,0,0,0,0,198,0,0,0,0,0,0,EOS
0,0,0,0,0,0,8,71,1,1,0,0,0,EOS
1,0,0,0,0,0,57,19,2,0,0,0,0,EOS
1,0,0,0,1,1,17,18,1,0,0,0,1,NEOS
0,0,0,0,0,0,8,4,2,0,0,0,1,EOS
1,0,0,0,0,0,109,65,2,0,0,0,0,EOS
0,1,0,0,0,0,9,0,0,0,0,0,0,EOS
1,0,0,0,0,0,50,101,2,0,0,0,0,EOS
0,1,0,0,0,0,144,0,0,0,0,0,0,EOS
0,1,0,0,0,0,89,0,0,0,0,0,0,EOS
1,0,0,0,0,0,80,245,1,0,0,0,1,EOS
1,0,0,0,0,0,154,40,2,0,0,0,0,EOS
1,0,0,0,0,0,16,113,2,0,0,0,0,EOS
1,0,0,0,0,0,43,231,1,0,0,0,0,EOS
1,0,0,0,0,0,451,314,1,0,0,0,0,EOS
1,0,0,0,1,1,1,32,1,0,0,0,1,NEOS
1,0,0,0,0,0,16,55,2,0,0,0,0,EOS
0,0,0,0,0,0,166,37,1,0,0,0,1,NEOS
1,0,0,0,0,0,84,121,2,0,0,0,1,EOS
0,0,1,0,0,1,52,2,0,0,0,0,1,NEOS
0,1,0,0,0,0,119,0,0,0,0,0,0,EOS
1,0,0,0,0,0,55,15,1,0,0,0,0,EOS
1,0,0,0,0,0,93,65,2,0,0,0,0,EOS
1,0,0,0,0,0,188,48,2,0,0,0,0,EOS
1,0,0,0,0,0,15,12,1,0,0,0,0,EOS
0,1,0,0,0,0,96,0,0,0,0,0,0,EOS
0,1,0,0,0,0,118,0,0,0,0,0,0,EOS
1,0,0,0,0,0,149,75,2,0,0,0,1,EOS
0,1,0,0,0,0,74,0,0,0,0,0,0,EOS
1,0,0,0,0,0,57,168,2,0,0,0,0,EOS
0,1,0,0,0,0,18,0,0,0,0,0,0,EOS
0,1,0,0,0,0,202,0,0,0,0,0,0,EOS
1,0,0,0,0,1,18,49,2,0,0,0,1,EOS
1,0,0,0,0,0,20,200,1,0,0,0,0,EOS
1,0,0,0,0,0,41,12,2,0,0,0,0,EOS
1,0,0,0,0,0,24,45,2,0,0,0,0,EOS
1,0,0,0,0,0,76,93,2,0,0,0,0,EOS
0,0,0,0,0,0,28,91,1,1,0,0,0,EOS
1,0,0,0,0,0,38,74,2,0,0,0,0,EOS
1,0,0,0,0,0,30,124,3,0,0,0,0,EOS
1,0,0,0,1,1,6,62,1,0,0,0,1,NEOS
0,0,0,0,0,0,62,31,0,0,0,0,1,EOS
1,0,0,0,0,0,65,116,2,0,0,0,0,EOS
1,0,0,0,0,0,128,61,1,0,0,0,0,EOS
1,0,0,0,0,0,33,25,2,0,0,0,1,EOS
0,1,0,0,0,0,19,0,0,0,0,0,0,EOS
1,0,0,0,0,0,36,66,1,0,0,0,0,EOS
1,0,0,0,0,0,145,192,2,0,0,0,0,EOS
1,0,0,0,0,0,40,75,2,0,0,0,0,EOS
1,0,0,0,0,0,19,58,2,0,0,0,0,EOS
1,0,0,0,0,0,4,20,2,0,0,0,0,EOS
0,1,0,0,0,0,145,0,0,0,0,0,0,EOS
0,1,0,0,0,0,195,0,0,0,0,0,0,EOS
1,0,0,0,0,0,79,39,1,0,0,0,1,EOS
1,0,0,0,0,0,104,55,1,0,0,0,0,EOS
0,1,0,0,0,0,40,0,0,0,0,0,0,EOS
1,0,0,0,0,0,33,43,2,0,0,0,0,EOS
0,1,0,0,0,0,28,0,0,0,0,0,0,EOS
1,0,0,0,1,1,73,18,1,0,0,0,1,NEOS
1,0,0,0,0,0,95,91,2,0,0,0,0,EOS
0,0,0,0,0,0,21,20,2,1,0,0,1,EOS
1,0,0,0,0,0,405,10,2,0,0,0,1,EOS
0,0,0,0,0,1,9,5,2,1,0,0,0,EOS
0,1,0,0,0,0,5,0,0,0,0,0,0,EOS
1,0,0,0,0,0,23,6,1,0,0,0,1,EOS
1,0,0,0,0,0,8,82,2,0,0,0,0,EOS
1,0,0,0,0,0,34,34,1,0,0,0,0,EOS
0,0,0,0,0,0,10,41,1,0,0,0,0,NEOS
0,1,0,0,0,0,28,0,0,0,0,0,0,EOS
1,0,0,0,0,0,28,39,2,0,0,0,0,EOS
1,0,0,0,0,0,22,39,2,0,0,0,0,EOS
1,0,0,0,0,0,40,18,2,0,0,0,0,EOS
0,1,0,0,0,0,43,0,0,0,0,0,0,EOS
1,0,0,0,0,0,27,51,1,0,0,0,0,EOS
1,0,0,0,0,0,135,8,2,0,0,0,0,EOS
1,0,0,0,0,0,180,82,2,0,0,0,1,EOS
0,1,0,0,0,0,45,0,0,0,0,0,0,EOS
0,1,0,0,0,0,39,0,0,0,0,0,0,EOS
0,1,0,0,0,0,35,0,0,0,0,0,0,EOS
1,0,0,0,0,0,75,55,2,0,0,0,0,EOS
1,0,0,0,0,0,20,89,2,0,0,0,0,EOS
1,0,0,0,0,0,21,270,1,0,0,0,0,EOS
1,0,0,0,0,0,20,14,2,0,0,0,0,EOS
1,0,0,0,0,0,223,12,1,0,0,0,1,NEOS
0,0,0,0,0,1,89,47,1,0,0,0,1,NEOS
0,0,0,0,0,1,12,131,1,0,0,0,1,NEOS
0,1,0,0,0,0,111,0,0,0,0,0,0,EOS
0,1,0,0,0,0,38,0,0,0,0,0,0,EOS
0,0,0,0,0,0,14,6,2,1,0,0,0,EOS
1,0,0,0,0,0,10,25,2,0,0,0,0,EOS
1,0,0,0,0,0,326,37,2,0,0,0,0,EOS
1,0,0,0,0,0,9,51,2,0,0,0,1,EOS
0,1,0,0,0,0,136,0,0,0,0,0,0,EOS
1,0,0,0,0,0,10,55,1,0,0,0,0,EOS
1,0,0,0,0,0,23,99,1,0,0,0,0,EOS
1,0,0,0,0,0,29,30,2,0,0,0,0,EOS
0,1,0,0,0,0,116,0,0,0,0,0,0,EOS
0,1,0,0,0,0,29,0,0,0,0,0,1,EOS
1,0,0,0,0,0,206,118,2,0,0,0,1,EOS
0,1,0,0,0,0,28,0,0,0,0,0,0,EOS
1,0,0,0,0,0,95,10,2,0,0,0,0,EOS
1,0,0,0,0,0,72,23,2,0,0,0,0,EOS
0,1,0,0,0,0,14,0,0,0,0,0,0,EOS
0,1,0,0,0,0,11,0,0,0,0,0,0,EOS
0,1,0,0,0,0,39,0,0,0,0,0,0,EOS
1,0,0,0,0,0,44,22,2,0,0,0,0,EOS
0,1,0,0,0,0,44,0,0,0,0,0,0,EOS
1,0,0,0,0,0,27,23,2,0,0,0,0,EOS
1,0,0,0,1,1,29,22,1,0,0,0,1,NEOS
0,1,0,0,0,0,44,0,0,0,0,0,0,EOS
1,0,0,0,0,0,11,38,1,0,0,0,0,EOS
1,0,0,0,0,0,51,74,2,0,0,0,0,EOS
0,1,0,0,0,0,86,0,0,0,0,0,0,EOS
1,0,0,0,0,0,95,143,2,0,0,0,0,EOS
1,0,0,0,0,0,70,56,1,0,0,0,0,EOS
0,1,0,0,0,0,47,0,0,0,0,0,0,EOS
1,0,0,0,1,1,5,54,2,0,0,0,1,NEOS
1,0,0,0,0,0,32,60,3,0,0,0,0,EOS
1,0,0,0,0,0,58,40,2,0,0,0,1,EOS
1,0,0,0,0,0,135,5,2,0,0,0,1,NEOS
1,0,0,0,0,0,100,8,2,0,0,0,1,EOS
1,0,0,0,0,0,48,31,2,0,0,0,1,EOS
1,0,0,0,0,0,58,28,1,0,0,0,0,EOS
0,0,0,0,0,0,33,78,2,1,0,0,0,EOS
0,1,0,0,0,0,36,0,0,0,0,0,0,EOS
1,0,0,0,0,0,51,53,2,0,0,0,0,EOS
1,0,0,0,0,0,27,61,2,0,0,0,0,EOS
1,0,0,0,0,0,78,31,2,0,0,0,0,EOS
1,0,0,0,0,0,96,34,1,0,0,0,0,EOS
1,0,0,0,0,0,41,46,1,0,0,0,1,NEOS
1,0,0,0,0,0,193,251,2,0,0,0,1,EOS
1,0,0,0,0,0,31,35,2,0,0,0,1,EOS
1,0,0,0,0,0,37,64,3,0,0,0,0,EOS
1,0,0,0,0,0,283,56,1,0,0,0,1,NEOS
1,0,0,0,0,0,10,15,1,0,0,0,0,EOS
1,0,0,0,0,0,429,154,1,0,0,0,0,EOS
0,1,0,0,0,0,76,0,0,0,0,0,1,EOS
1,0,0,0,0,0,47,7,1,0,0,0,0,EOS
0,1,0,0,0,0,26,0,0,0,0,0,0,EOS
1,0,0,0,0,0,8,31,2,0,0,0,0,EOS
1,0,0,0,0,0,6,39,1,0,0,0,0,EOS
1,0,0,0,0,0,23,153,1,0,0,0,0,EOS
1,0,0,0,0,0,101,44,2,0,0,0,0,EOS
1,0,0,0,0,0,113,96,3,0,0,0,0,EOS
1,0,0,0,0,0,102,21,2,0,0,0,0,EOS
1,0,0,0,0,0,69,9,2,0,0,0,0,EOS
1,0,0,0,0,0,17,22,1,0,0,0,0,EOS
1,0,0,0,0,0,7,9,1,0,0,0,0,EOS
0,1,0,0,0,0,60,0,0,0,0,0,0,EOS
1,0,0,0,0,0,16,18,2,0,0,0,0,EOS
1,0,0,0,0,0,13,25,2,0,0,0,0,EOS
1,0,0,0,0,0,21,200,1,0,0,0,0,EOS
0,1,0,0,0,0,93,0,0,0,0,0,1,EOS
0,0,0,0,0,0,39,73,2,0,0,0,1,NEOS
0,1,0,0,0,0,32,0,0,0,0,0,0,EOS
0,1,0,0,0,0,37,0,0,0,0,0,0,EOS
0,1,0,0,0,0,40,0,0,0,0,0,1,EOS
1,0,0,0,0,0,114,68,2,0,0,0,0,EOS
1,0,0,0,0,0,57,12,2,0,0,0,0,EOS
0,0,0,0,0,0,23,3,1,1,0,0,0,EOS
0,1,0,0,0,0,44,0,0,0,0,0,0,EOS
1,0,0,0,0,0,28,80,1,0,0,0,0,EOS
1,0,0,0,0,0,86,36,2,0,0,0,0,EOS
1,0,0,0,0,0,98,8,2,0,0,0,0,EOS
1,0,0,0,0,0,6,29,1,0,0,0,0,EOS
0,1,0,0,0,0,79,0,0,0,0,0,0,EOS
1,0,0,0,0,0,75,22,2,0,0,0,0,EOS
1,0,0,0,0,0,32,93,2,0,0,0,0,EOS
1,0,0,0,0,0,17,36,2,0,0,0,0,EOS
1,0,0,0,0,0,99,13,2,0,0,0,0,EOS
0,0,1,0,0,1,13,18,0,0,0,0,1,NEOS
1,0,0,0,0,0,77,57,1,0,0,0,0,EOS
1,0,0,0,0,0,146,28,1,0,0,0,0,EOS
1,0,0,0,0,0,242,66,1,0,0,0,0,EOS
1,0,0,0,0,0,12,122,1,0,0,0,0,EOS
0,1,0,0,0,1,18,0,0,0,0,0,0,EOS
1,0,0,0,0,0,17,12,2,0,0,0,0,EOS
1,0,0,0,0,0,23,35,1,0,0,0,0,EOS
0,1,0,0,0,0,31,0,0,0,0,0,0,EOS
1,0,0,0,0,0,6,73,1,0,0,0,0,EOS
1,0,0,0,1,1,19,16,1,0,0,0,1,NEOS
1,0,0,0,0,0,27,85,1,0,0,0,1,EOS
1,0,0,0,0,0,359,406,1,0,0,0,0,EOS
1,0,0,0,0,0,3,50,2,0,0,0,1,NEOS
1,0,0,0,0,0,17,129,1,0,0,0,0,EOS
1,0,0,0,0,0,35,163,2,0,0,0,0,EOS
1,0,0,0,0,0,29,41,1,0,0,0,1,EOS
1,0,0,0,0,0,14,39,2,0,0,0,0,EOS
1,0,0,0,0,0,41,2,2,0,0,0,0,EOS
0,1,0,0,0,0,250,0,0,0,0,0,0,EOS
1,0,0,0,0,0,48,72,1,0,0,0,0,EOS
0,1,0,0,0,0,17,0,0,0,0,0,0,EOS
1,0,0,0,0,0,5,80,2,0,0,0,0,EOS
1,0,0,0,0,0,159,7,2,0,0,0,0,EOS
1,0,0,0,0,0,35,22,1,0,0,0,0,EOS
1,0,0,0,0,0,123,28,1,0,0,0,0,EOS
0,1,0,0,0,0,3,0,0,0,0,0,0,EOS
0,1,0,0,0,0,20,0,0,0,0,0,0,EOS
1,0,0,0,0,0,26,44,2,0,0,0,0,EOS
0,1,0,0,0,0,206,0,0,0,0,0,0,EOS
1,0,0,0,0,0,53,387,2,0,0,0,0,EOS
0,0,0,0,0,1,262,34,2,0,0,0,1,NEOS
1,0,0,0,0,0,14,163,2,0,0,0,0,EOS
1,0,0,0,0,0,2,94,1,0,0,0,0,EOS
1,0,0,0,0,0,59,17,1,0,0,0,0,EOS
0,0,0,0,0,0,12,8,2,1,0,0,0,EOS
1,0,0,0,0,0,42,71,2,0,0,0,0,EOS
0,1,0,0,0,0,19,0,0,0,0,0,0,EOS
1,0,0,0,0,0,12,40,2,0,0,0,0,EOS
1,0,0,0,0,0,70,25,1,0,0,0,1,EOS
0,1,0,0,0,0,285,0,0,0,0,0,0,EOS
1,0,0,0,0,0,42,26,2,0,0,0,0,EOS
0,1,0,0,0,0,24,0,0,0,0,0,1,EOS
1,0,0,0,1,1,13,52,2,0,0,0,1,NEOS
1,0,0,0,0,0,27,59,1,0,0,0,0,EOS
0,1,0,0,0,0,165,0,0,0,0,0,0,EOS
1,0,0,0,0,0,60,218,1,0,0,0,0,EOS
1,0,0,0,0,0,54,151,2,0,0,0,0,EOS
1,0,0,0,0,0,39,21,2,0,0,0,0,EOS
0,0,0,0,0,0,32,13,1,0,0,0,0,NEOS
0,1,0,0,0,0,31,0,0,0,0,0,0,EOS
1,0,0,0,0,0,43,26,2,0,0,0,0,EOS
0,1,0,0,0,0,5,0,0,0,0,0,0,EOS
1,0,0,0,0,0,62,39,2,0,0,0,0,EOS
0,1,0,0,0,0,18,0,0,0,0,0,0,EOS
1,0,0,0,0,0,217,22,1,0,0,0,0,EOS
0,0,0,0,0,1,42,7,1,0,0,0,1,NEOS
1,0,0,0,0,0,54,262,1,0,0,0,0,EOS
0,1,0,0,0,0,34,0,0,0,0,0,1,EOS
0,0,0,0,0,0,49,31,1,0,0,0,1,NEOS
1,0,0,0,0,0,152,63,2,0,0,0,0,EOS
0,0,0,0,0,1,4,21,1,0,0,0,1,NEOS
1,0,0,0,0,0,113,189,2,0,0,0,0,EOS
1,0,0,0,1,1,9,23,1,0,0,0,1,NEOS
1,0,0,0,0,0,23,13,2,0,0,0,1,EOS
1,0,0,0,0,0,89,34,2,0,0,0,1,EOS
1,0,0,0,0,0,30,24,1,0,0,0,1,EOS
0,1,0,0,0,0,60,0,0,0,0,0,0,EOS
1,0,0,0,0,0,124,30,2,0,0,0,0,EOS
1,0,0,0,1,1,20,17,1,0,0,0,1,NEOS
1,0,0,0,0,0,67,44,2,0,0,0,0,EOS
0,0,0,0,0,0,26,6,1,0,0,0,1,NEOS
0,0,0,0,0,0,53,127,0,0,0,0,0,EOS
1,0,0,0,0,0,155,12,2,0,0,0,1,EOS
1,0,0,0,0,0,44,24,1,0,0,0,1,EOS
1,0,0,0,0,0,8,163,2,0,0,0,0,EOS
1,0,0,0,0,0,43,9,1,0,0,0,0,EOS
1,0,0,0,0,0,49,26,2,0,0,0,0,EOS
1,0,0,0,0,0,14,29,1,0,0,0,0,EOS
1,0,0,0,0,0,50,10,2,0,0,0,0,EOS
1,0,0,0,0,0,25,65,1,0,0,0,0,EOS
0,1,0,0,0,0,21,0,0,0,0,0,0,EOS
0,1,0,0,0,0,28,0,0,0,0,0,0,EOS
1,0,0,0,0,0,110,19,2,0,0,0,0,EOS
1,0,0,0,0,0,63,68,2,0,0,0,0,EOS
0,1,0,0,0,0,73,0,0,0,0,0,0,EOS
1,0,0,0,0,0,18,126,2,0,0,0,0,EOS
1,0,0,0,0,0,105,37,1,0,0,0,0,EOS
1,0,0,0,0,0,56,58,1,0,0,0,0,EOS
0,1,0,0,0,0,35,0,0,0,0,0,0,EOS
0,0,0,0,0,1,62,4,1,0,0,0,0,NEOS
1,0,0,0,0,0,47,91,2,0,0,0,0,EOS
1,0,0,0,1,1,30,182,1,0,0,0,1,NEOS
1,0,0,0,0,0,19,21,2,0,0,0,0,EOS
0,1,0,0,0,0,62,0,0,0,0,0,0,EOS
1,0,0,0,0,0,31,3,2,0,0,0,0,EOS
1,0,0,0,0,0,47,38,2,0,0,0,0,EOS
1,0,0,0,0,0,61,39,2,0,0,0,0,EOS
0,1,0,0,0,0,49,0,0,0,0,0,0,EOS
0,1,0,0,0,0,2,0,0,0,0,0,0,EOS
1,0,0,0,0,0,51,29,2,0,0,0,0,EOS
1,0,0,0,0,0,5,39,1,0,0,0,0,EOS
1,0,0,0,0,0,72,106,2,0,0,0,0,EOS
1,0,0,0,0,0,41,38,2,0,0,0,0,EOS
1,0,0,0,0,0,71,243,1,0,0,0,0,EOS
1,0,0,0,0,0,181,437,2,0,0,0,0,EOS
0,1,0,0,0,0,65,0,0,0,0,0,0,EOS
0,0,0,0,0,0,69,1,0,0,0,0,0,EOS
1,0,0,0,0,0,242,173,2,0,0,0,0,EOS
0,1,0,0,0,0,69,0,0,0,0,0,0,EOS
1,0,0,0,0,0,71,128,2,0,0,0,0,EOS
1,0,0,0,0,0,16,80,1,0,0,0,1,EOS
1,0,0,0,0,0,113,137,2,0,0,0,0,EOS
1,0,0,0,0,0,19,38,1,0,0,0,0,EOS
0,1,0,0,0,0,30,0,0,0,0,0,0,EOS
1,0,0,0,0,0,53,116,1,0,0,0,1,EOS
1,0,0,0,0,0,113,505,2,0,0,0,0,EOS
0,1,0,0,0,0,28,0,0,0,0,0,0,EOS
0,1,0,0,0,0,36,0,0,0,0,0,0,EOS
0,1,0,0,0,0,19,0,0,0,0,0,0,EOS
0,0,0,0,0,0,16,31,2,0,0,0,1,EOS
1,0,0,0,0,0,106,94,2,0,0,0,0,EOS
0,1,0,0,0,0,40,0,0,0,0,0,0,EOS
1,0,0,0,1,1,4,164,1,0,0,0,1,NEOS
0,1,0,0,0,0,368,0,0,0,0,0,0,EOS
0,0,1,0,0,0,5,15,0,0,0,0,1,NEOS
1,0,0,0,0,0,55,109,2,0,0,0,0,EOS
0,0,0,0,0,1,145,90,1,0,0,0,1,NEOS
1,0,0,0,0,0,65,56,1,0,0,0,0,EOS
1,0,0,0,0,0,26,325,1,0,0,0,0,EOS
1,0,0,0,0,0,22,12,1,0,0,0,0,EOS
1,0,0,0,0,0,51,37,2,0,0,0,1,EOS
1,0,0,0,0,0,4,15,2,0,0,0,1,EOS
1,0,0,0,0,0,21,79,2,0,0,0,1,EOS
1,0,0,0,0,0,24,10,2,0,0,0,0,EOS
0,1,0,0,0,0,19,0,0,0,0,0,0,EOS
1,0,0,0,0,0,10,8,2,0,0,0,0,EOS
0,1,0,0,0,0,96,0,0,0,0,0,0,EOS
0,1,0,0,0,0,38,0,0,0,0,0,0,EOS
1,0,0,0,0,0,86,46,2,0,0,0,0,EOS
1,0,0,0,0,0,9,20,2,0,0,0,0,EOS
0,1,0,0,0,0,17,0,0,0,0,0,0,EOS
1,0,0,0,0,0,13,76,1,0,0,0,0,EOS
1,0,0,0,0,0,70,129,1,0,0,0,0,EOS
1,0,0,0,0,0,14,31,2,0,0,0,0,EOS
1,0,0,0,0,0,29,35,2,0,0,0,0,EOS
0,1,0,0,0,0,107,0,0,0,0,0,0,EOS
0,1,0,0,0,0,107,0,0,0,0,0,1,EOS
0,1,0,0,0,0,78,0,0,0,0,0,0,EOS
1,0,0,0,0,0,34,20,1,0,0,0,0,EOS
1,0,0,0,0,0,7,12,2,0,0,0,0,EOS
1,0,0,0,0,0,208,92,2,0,0,0,0,EOS
1,0,0,0,0,0,32,18,1,0,0,0,0,EOS
1,0,0,0,0,0,159,51,1,0,0,0,0,EOS
1,0,0,0,0,0,17,78,2,0,0,0,0,EOS
1,0,0,0,0,0,188,156,2,0,0,0,0,EOS
1,0,0,0,0,0,38,110,2,0,0,0,0,EOS
1,0,0,0,0,0,219,145,2,0,0,0,0,EOS
1,0,0,0,0,0,48,74,2,0,0,0,0,EOS
1,0,0,0,0,0,57,29,2,0,0,0,0,EOS
1,0,0,0,0,0,116,27,2,0,0,0,0,EOS
1,0,0,0,0,0,29,2,1,0,0,0,1,EOS
1,0,0,0,0,0,61,47,2,0,0,0,0,EOS
1,0,0,0,0,0,41,7,2,0,0,0,0,EOS
1,0,0,0,0,0,4,41,2,0,0,0,0,EOS
0,0,0,0,0,0,15,12,2,1,0,0,0,EOS
1,0,0,0,0,0,21,7,2,0,0,0,0,EOS
1,0,0,0,0,0,39,65,1,0,0,0,1,EOS
1,0,0,0,0,0,67,57,1,0,0,0,0,EOS
1,0,0,0,0,0,15,50,2,0,0,0,0,EOS
1,0,0,0,0,0,311,29,2,0,0,0,0,EOS
1,0,0,0,0,0,67,49,2,0,0,0,0,EOS
1,0,0,0,0,0,41,9,1,0,0,0,0,EOS
0,0,0,0,0,0,15,22,2,1,0,0,0,EOS
1,0,0,0,0,0,8,3,1,0,0,0,0,EOS
1,0,0,0,0,0,91,60,2,0,0,0,1,EOS
0,1,0,0,0,0,26,0,0,0,0,0,0,EOS
1,0,0,0,0,0,30,33,2,0,0,0,0,EOS
1,0,0,0,0,0,29,64,2,0,0,0,0,EOS
1,0,0,0,0,0,37,39,1,0,0,0,0,EOS
0,1,0,0,0,0,69,0,0,0,0,0,0,EOS
0,1,0,0,0,0,101,0,0,0,0,0,0,EOS
1,0,0,0,0,0,74,35,1,0,0,0,0,EOS
0,1,0,0,0,0,40,0,0,0,0,0,0,EOS
1,0,0,0,0,0,52,16,2,0,0,0,0,EOS
1,0,0,0,0,0,5,6,2,0,0,0,0,EOS
1,0,0,0,0,0,77,92,2,0,0,0,0,EOS
0,1,0,0,0,0,67,0,0,0,0,0,0,EOS
1,0,0,0,0,0,16,48,1,0,0,0,1,NEOS
1,0,0,0,0,0,75,59,1,0,0,0,0,EOS
1,0,0,0,0,0,22,9,2,0,0,0,0,EOS
0,1,0,0,0,0,232,0,0,0,0,0,0,EOS
1,0,0,0,0,0,15,11,2,0,0,0,0,EOS
1,0,0,0,0,0,120,235,1,0,0,0,0,EOS
0,1,0,0,0,0,21,0,0,0,0,0,0,EOS
1,0,0,0,0,0,3,40,2,0,0,0,1,EOS
1,0,0,0,0,0,5,25,2,0,0,0,0,EOS
0,1,0,0,0,0,31,0,0,0,0,0,1,EOS
1,0,0,0,0,0,105,29,2,0,0,0,0,EOS
0,1,0,0,0,0,19,0,0,0,0,0,0,EOS
1,0,0,0,0,0,161,42,1,0,0,0,0,EOS
0,1,0,0,0,0,30,0,0,0,0,0,0,EOS
0,1,0,0,0,0,23,0,0,0,0,0,0,EOS
0,1,0,0,0,0,39,0,0,0,0,0,0,EOS
1,0,0,0,0,0,63,30,1,0,0,0,0,EOS
0,1,0,0,0,0,42,0,0,0,0,0,0,EOS
0,0,0,0,0,0,53,22,1,0,0,0,0,EOS
1,0,0,0,0,0,131,72,2,0,0,0,0,EOS
1,0,0,0,1,1,227,87,1,0,0,0,1,NEOS
1,0,0,0,0,0,90,40,2,0,0,0,0,EOS
1,0,0,0,0,0,103,38,2,0,0,0,1,EOS
1,0,0,0,0,0,40,41,2,0,0,0,0,EOS
1,0,0,0,0,0,93,11,2,0,0,0,0,EOS
1,0,0,0,0,0,283,7,1,0,0,0,1,NEOS
1,0,0,0,0,0,31,87,1,0,0,0,0,EOS
1,0,0,0,0,0,21,43,2,0,0,0,0,EOS
1,0,0,0,0,0,35,218,1,0,0,0,0,EOS
1,0,0,0,1,1,67,19,1,0,0,0,1,NEOS
0,1,0,0,0,0,82,0,0,0,0,0,0,EOS
1,0,0,0,0,0,26,222,1,0,0,0,0,EOS
1,0,0,0,0,0,71,6,2,0,0,0,0,EOS
1,0,0,0,0,0,181,115,2,0,0,0,0,EOS
0,1,0,0,0,0,50,0,0,0,0,0,0,EOS
1,0,0,0,0,0,11,53,2,0,0,0,0,EOS
1,0,0,0,0,0,20,42,2,0,0,0,0,EOS
1,0,0,0,0,0,28,48,2,0,0,0,1,EOS
1,0,0,0,0,0,43,98,1,0,0,0,0,EOS
1,0,0,0,0,0,57,25,2,0,0,0,0,EOS
1,0,0,0,0,0,77,25,2,0,0,0,0,EOS
0,0,0,0,0,1,5,22,1,0,0,0,1,NEOS
0,1,0,0,0,0,39,0,0,0,0,0,0,EOS
0,1,0,0,0,0,33,0,0,0,0,0,0,EOS
1,0,0,0,0,0,21,63,1,0,0,0,0,EOS
1,0,0,0,0,0,126,73,1,0,0,0,0,EOS
0,1,0,0,0,0,71,0,0,0,0,0,0,EOS
1,0,0,0,0,0,37,97,1,0,0,0,0,EOS
1,0,0,0,0,0,76,13,2,0,0,0,1,EOS
1,0,0,0,0,0,146,76,2,0,0,0,0,EOS
1,0,0,0,0,0,192,86,2,0,0,0,0,EOS
0,0,0,0,0,0,6,25,1,1,0,0,0,EOS
1,0,0,0,0,0,31,39,2,0,0,0,0,EOS
0,0,0,0,0,1,32,80,1,0,0,0,0,NEOS
1,0,0,0,0,0,36,32,1,0,0,0,1,NEOS
1,0,0,0,0,0,110,30,2,0,0,0,0,EOS
1,0,0,0,0,0,49,19,2,0,0,0,1,EOS
